bin: 0,786.112000,715.883000,552.768000,827.402000,496.229000,437.160000,354.128000,333.688000,316.377000,346.490000,352.783000
bin: 1,804.669000,481.464000,525.126000,533.490000,444.053000,452.557000,598.870000,555.972000,454.014000,442.134000,389.339000
bin: 2,813.527000,507.736000,465.385000,458.107000,420.273000,420.210000,457.345000,443.663000,643.606000,553.220000,459.996000
bin: 3,903.281000,557.329000,611.375000,491.831000,493.600000,526.976000,621.117000,506.090000,470.664000,521.473000,495.181000
bin: 4,989.229000,612.395000,591.603000,522.335000,591.005000,507.810000,573.619000,500.563000,488.664000,548.396000,516.649000
bin: 5,1178.352000,606.440000,559.194000,555.863000,627.041000,598.880000,598.824000,596.118000,526.379000,725.778000,598.564000
bin: 6,1248.050000,751.098000,637.143000,615.222000,602.801000,588.451000,638.009000,636.108000,563.628000,586.428000,559.701000
bin: 7,1192.273000,708.341000,591.142000,685.181000,704.665000,688.062000,664.861000,670.707000,698.957000,616.746000,684.714000
bin: 8,1397.955000,745.535000,684.311000,669.284000,746.959000,684.192000,722.452000,649.318000,658.723000,674.647000,712.207000
bin: 9,1466.236000,769.001000,679.378000,706.845000,699.746000,667.235000,731.649000,772.969000,663.975000,665.798000,692.609000
bin: 10,1321.054000,825.831000,741.447000,725.312000,694.514000,679.005000,711.980000,768.624000,748.508000,693.282000,723.288000
bin: 11,1341.520000,760.511000,773.403000,793.592000,729.263000,709.760000,712.466000,747.365000,725.791000,728.339000,738.488000
bin: 12,1336.374000,786.081000,766.892000,765.640000,830.368000,934.423000,1216.295000,1021.555000,740.127000,746.395000,832.541000
bin: 13,1473.464000,800.757000,764.947000,785.845000,873.357000,770.973000,1481.346000,1139.311000,808.060000,799.472000,718.509000
bin: 14,1382.456000,849.450000,756.103000,740.684000,817.862000,849.849000,815.049000,787.195000,781.452000,848.787000,812.355000
bin: 15,1558.837000,972.497000,962.592000,881.993000,804.833000,802.165000,801.255000,750.847000,747.489000,753.053000,831.989000
bin: 16,1585.346000,979.660000,897.340000,878.988000,807.875000,836.221000,934.348000,851.823000,940.861000,833.415000,915.546000
bin: 17,1708.773000,889.307000,866.904000,859.222000,901.176000,859.217000,806.334000,1201.085000,1018.112000,955.629000,1044.517000
bin: 18,1525.337000,930.074000,896.059000,931.244000,856.389000,847.746000,869.035000,990.064000,964.472000,843.655000,851.104000
bin: 19,1761.199000,1037.809000,885.771000,868.310000,991.447000,893.777000,864.818000,902.501000,913.333000,947.679000,948.339000
bin: 20,1747.089000,965.496000,934.125000,1154.388000,1038.499000,854.930000,857.601000,1001.863000,895.999000,858.510000,824.879000
bin: 21,1823.889000,933.936000,843.146000,890.420000,875.433000,943.668000,854.846000,865.324000,884.986000,911.609000,893.004000
bin: 22,1685.849000,917.363000,898.426000,963.416000,903.091000,857.849000,867.014000,860.789000,911.165000,1002.350000,910.831000
bin: 23,1687.737000,900.593000,872.511000,912.861000,917.701000,851.990000,824.642000,893.524000,947.184000,983.561000,977.512000
bin: 24,1798.942000,1011.969000,1096.911000,1349.776000,998.332000,943.358000,939.053000,963.539000,937.363000,1285.411000,1195.767000
bin: 25,1938.639000,940.295000,1037.951000,982.964000,959.532000,884.288000,938.289000,915.778000,921.624000,911.021000,924.483000
bin: 26,1704.906000,1058.466000,1000.825000,1155.904000,1141.186000,885.953000,952.428000,983.826000,967.104000,948.847000,861.960000
bin: 27,1836.698000,1232.619000,1084.930000,1298.116000,1260.578000,1010.936000,1128.698000,1111.826000,925.581000,931.951000,998.286000
bin: 28,1820.328000,1281.130000,1123.290000,1429.648000,1125.751000,960.080000,957.657000,944.561000,1024.210000,1019.205000,911.572000
bin: 29,1813.080000,992.177000,990.969000,934.955000,968.834000,986.884000,914.064000,886.284000,983.446000,1102.775000,1074.166000
bin: 30,2015.707000,1080.160000,952.496000,975.347000,1015.960000,1030.084000,979.685000,1126.812000,1139.923000,1067.930000,1040.482000
bin: 31,1906.399000,1103.066000,888.500000,974.482000,952.825000,1020.689000,1001.759000,873.681000,879.401000,997.399000,914.502000
bin: 0,917.196000,416.079000,381.103000,393.277000,382.281000,371.691000,336.041000,334.703000,319.172000,340.007000,362.548000
bin: 1,770.280000,502.260000,422.647000,389.667000,446.595000,378.428000,470.742000,402.812000,418.122000,473.826000,415.773000
bin: 2,815.547000,478.806000,475.921000,457.828000,436.894000,447.905000,522.984000,511.244000,452.985000,442.291000,440.202000
bin: 3,978.556000,569.684000,486.588000,490.006000,484.743000,499.788000,520.613000,593.389000,554.299000,481.078000,506.750000
bin: 4,1111.218000,571.757000,512.556000,554.913000,550.851000,550.585000,535.339000,543.097000,548.543000,542.617000,573.892000
bin: 5,1268.908000,658.967000,641.649000,566.972000,607.588000,685.736000,682.744000,614.484000,605.153000,536.021000,593.808000
bin: 6,1263.369000,655.057000,609.702000,589.851000,609.728000,653.269000,610.920000,614.437000,577.804000,645.071000,594.954000
bin: 7,1058.502000,672.720000,633.757000,625.380000,643.818000,664.185000,684.353000,687.318000,600.984000,631.587000,653.363000
bin: 8,1033.447000,679.965000,674.340000,669.129000,693.105000,705.375000,748.272000,673.832000,655.186000,728.771000,728.282000
bin: 9,1457.857000,767.380000,753.561000,720.704000,798.432000,709.008000,733.428000,870.845000,766.254000,744.134000,683.657000
bin: 10,1277.744000,767.078000,763.245000,864.252000,709.123000,774.192000,762.072000,674.931000,770.353000,744.764000,770.630000
bin: 11,1328.177000,859.045000,751.931000,776.495000,829.132000,859.368000,704.612000,702.784000,773.220000,736.712000,778.101000
bin: 12,1435.144000,833.422000,755.466000,763.070000,744.072000,780.388000,801.830000,781.021000,750.837000,771.404000,782.521000
bin: 13,1506.347000,830.660000,789.065000,732.350000,777.552000,794.046000,780.585000,736.084000,799.951000,761.074000,780.631000
bin: 14,1373.785000,892.137000,794.625000,805.150000,806.725000,801.739000,749.093000,763.084000,797.523000,792.091000,874.099000
bin: 15,1407.687000,912.460000,814.850000,872.325000,818.699000,889.409000,784.170000,918.094000,980.921000,799.450000,778.588000
bin: 16,1673.997000,1019.250000,880.510000,951.960000,871.447000,855.321000,891.412000,852.839000,876.614000,868.209000,842.227000
bin: 17,1390.891000,956.076000,928.048000,852.692000,906.937000,967.176000,908.548000,876.316000,907.102000,911.977000,884.788000
bin: 18,1663.565000,874.218000,873.972000,835.509000,895.627000,850.668000,906.245000,873.345000,919.563000,846.261000,917.893000
bin: 19,1799.264000,906.246000,878.479000,1903.356000,1299.667000,939.114000,924.917000,1041.767000,1056.658000,1000.673000,903.007000
bin: 20,1597.609000,928.109000,916.661000,993.199000,1007.990000,1201.874000,1114.656000,1012.852000,902.142000,840.015000,860.905000
bin: 21,1490.411000,909.233000,1003.715000,996.445000,923.484000,985.635000,877.052000,837.085000,923.803000,975.367000,958.138000
bin: 22,1680.143000,937.785000,948.435000,1199.603000,1087.921000,918.860000,953.778000,928.618000,883.331000,983.785000,1006.594000
bin: 23,1631.742000,1146.335000,1257.955000,1145.421000,904.049000,1009.933000,894.069000,883.420000,849.124000,928.935000,907.990000
bin: 24,1704.232000,1141.648000,957.104000,1203.125000,1284.650000,1239.479000,914.416000,1025.100000,1072.466000,957.457000,849.605000
bin: 25,1774.443000,1002.507000,1032.120000,1082.230000,1097.274000,1063.862000,1144.786000,1313.194000,1186.232000,1075.728000,1112.163000
bin: 26,1680.419000,1773.170000,1360.390000,1363.258000,993.092000,1025.808000,1055.205000,1131.151000,1461.194000,1086.822000,1417.636000
bin: 27,1883.502000,1208.743000,1195.876000,1438.179000,2030.758000,1068.256000,955.889000,956.000000,1034.403000,986.524000,932.930000
bin: 28,2020.768000,1509.786000,1394.693000,1341.266000,1244.925000,1071.736000,961.026000,1016.564000,877.300000,945.261000,925.574000
bin: 29,1906.859000,1055.457000,944.389000,979.993000,880.498000,981.487000,1030.022000,1105.618000,1114.016000,979.563000,989.605000
