bin: 0,24.157298,24.253616,24.243789,24.247951,24.261023
bin: 1,26.033160,26.036723,26.011987,26.070508,26.068396
bin: 2,28.185489,28.183358,28.188424,28.128087,28.134065
bin: 3,30.572050,30.581193,30.576991,30.648340,30.653735
bin: 4,32.965699,32.913828,32.953926,32.933706,32.937114
bin: 5,34.679887,34.640849,34.651599,34.728684,34.720667
bin: 6,36.444925,36.386023,36.406639,36.446477,36.422839
bin: 7,38.278115,38.311422,38.311001,38.379913,38.406345
bin: 8,41.749162,41.662353,41.660410,41.579110,41.524711
bin: 9,43.542254,43.394622,43.431258,43.683253,43.518148
bin: 10,45.902940,45.450904,45.336616,45.272601,45.439452
bin: 11,47.127008,47.122526,47.003482,46.962166,47.034968
bin: 12,49.325203,49.031815,49.152930,48.960777,48.993607
bin: 13,50.828804,50.751353,50.766206,50.847180,50.886265
bin: 14,52.967933,52.481616,52.542736,52.614176,52.666399
bin: 15,54.696074,54.741465,54.445024,54.434823,54.353269
bin: 16,56.886110,56.614970,56.761228,56.887373,56.886793
bin: 17,58.601010,58.592777,58.740146,58.929003,58.629122
bin: 18,60.643912,61.028324,60.898124,60.900172,60.612399
bin: 19,62.399430,62.576300,62.682334,62.703960,62.761621
bin: 20,65.819700,65.441510,65.320697,65.325813,65.106495
bin: 21,66.816095,66.923618,67.015799,67.008310,66.960448
bin: 22,68.927634,69.053199,69.145031,69.270876,69.123508
bin: 23,71.530440,71.363318,71.406693,71.144394,71.253140
bin: 24,74.829091,73.652269,73.782202,73.697290,73.448598
bin: 25,75.780157,75.904861,75.770725,75.975791,76.013923
bin: 26,78.514424,78.374118,78.492800,78.133744,78.348428
bin: 27,80.697241,80.456838,80.258938,80.372205,80.958235
bin: 28,83.499150,83.153122,83.332170,83.008370,83.165916
bin: 29,85.061672,85.633616,85.237259,85.177901,85.205200
bin: 30,87.515891,87.738955,88.197684,87.686255,87.827450
bin: 31,90.792075,90.385623,90.672679,90.188209,89.960141
bin: 0,24.465453,24.488372,24.463369,24.476780,24.472069
bin: 1,26.536247,26.562588,26.505154,26.541971,26.550023
bin: 2,28.827341,28.834372,28.801767,28.814311,28.795949
bin: 3,31.377469,31.390751,31.384952,31.364926,31.411450
bin: 4,33.756871,33.757321,33.777677,33.786737,33.817183
bin: 5,35.545541,35.578584,35.540855,35.583563,35.517788
bin: 6,37.297731,37.277696,37.313644,37.310281,37.261520
bin: 7,39.366338,39.316245,39.379553,39.427311,39.420698
bin: 8,42.958842,43.045717,42.994437,42.948284,42.871706
bin: 9,44.981903,45.002031,45.066047,44.951670,44.831627
bin: 10,47.442539,47.190609,46.726986,46.884780,46.909158
bin: 11,48.719664,48.768635,48.876880,48.664138,48.803170
