3804.431000,2702.943000,2591.694000,1447.584000,929.363000,1245.562000,1354.483000,2692.598000,868.630000,2699.058000,952.790000
1721.094000,2931.682000,1359.901000,2826.364000,1419.466000,1369.697000,1735.097000,1781.676000,11495.428000,2459.438000,3812.821000
1407.140000,3988.305000,1265.248000,1346.331000,722.971000,928.594000,888.198000,912.729000,678.538000,672.102000,726.233000
888.476000,3724.289000,1133.341000,996.255000,1557.523000,2643.921000,861.499000,585.878000,1244.560000,803.498000,730.827000
861.270000,668.891000,592.153000,561.465000,546.610000,2048.858000,3162.636000,979.711000,641.588000,670.187000,545.898000
1066.861000,780.087000,785.462000,796.675000,811.749000,782.682000,831.640000,839.963000,799.030000,873.965000,907.771000
1029.324000,720.357000,761.345000,789.294000,810.480000,898.023000,880.456000,702.391000,699.522000,697.115000,763.279000
1124.205000,893.768000,792.531000,737.804000,3368.544000,1619.535000,1778.249000,1169.215000,1000.775000,780.327000,897.639000
1337.233000,1233.208000,932.732000,764.060000,779.696000,4472.297000,1591.604000,1323.636000,1091.189000,1009.384000,930.990000
1537.628000,1273.330000,1248.051000,1004.923000,1066.296000,1154.668000,1007.513000,1026.876000,970.138000,1062.758000,1163.910000
1581.457000,1263.314000,1021.892000,1181.434000,1676.768000,1366.223000,1053.573000,1305.844000,1385.459000,1295.893000,1022.485000
1357.180000,1052.917000,860.430000,832.140000,773.979000,794.294000,775.694000,2723.896000,1785.241000,841.425000,1912.054000
1649.644000,1012.026000,1073.451000,1051.148000,1059.026000,1073.780000,1092.215000,965.144000,999.902000,1068.300000,959.575000
1596.400000,903.627000,998.668000,1055.379000,941.370000,1169.330000,1149.012000,1209.890000,1178.695000,1028.132000,1035.674000
1623.146000,1202.092000,1039.631000,987.930000,1005.395000,959.026000,857.973000,841.836000,2531.012000,1511.753000,1084.185000
1625.104000,966.615000,956.368000,1120.314000,1081.105000,1003.393000,1053.768000,900.947000,899.468000,842.473000,1104.016000
2295.560000,1354.112000,1705.489000,1897.250000,1312.856000,1337.173000,1434.391000,1376.035000,1170.072000,928.890000,1067.336000
6788.607000,2024.652000,1476.190000,1043.172000,928.210000,3139.831000,1453.136000,1047.974000,982.963000,916.862000,950.660000
2009.259000,1480.690000,1649.432000,1347.956000,1487.647000,1255.795000,1234.811000,1598.471000,1286.204000,1316.151000,1172.062000
2067.829000,1209.268000,1205.846000,1174.762000,1083.055000,1300.263000,1311.340000,1406.624000,1213.699000,1462.659000,1275.344000
2994.197000,2205.356000,1739.033000,1215.132000,1051.573000,1018.244000,1095.441000,1632.684000,1060.175000,1111.073000,3460.761000
3368.754000,2240.149000,2010.334000,1741.306000,2164.556000,1416.397000,1272.414000,2663.267000,4096.103000,1793.200000,1312.655000
2232.500000,1627.834000,1933.843000,1519.874000,1789.297000,1370.091000,1474.882000,1663.272000,1293.605000,1315.206000,1437.732000
2266.276000,1692.683000,1671.026000,1568.445000,1524.405000,1447.562000,1743.382000,1479.511000,1454.445000,1614.327000,1620.532000
3057.111000,2191.325000,1627.617000,1771.654000,2148.720000,1594.579000,1870.696000,1676.292000,1631.861000,1652.583000,1426.124000
2248.728000,1919.028000,2007.075000,1508.024000,1403.360000,1454.853000,1717.075000,2048.829000,1842.601000,1774.540000,1801.975000
2445.684000,1874.073000,1958.348000,1528.004000,1641.141000,1701.559000,1812.417000,1896.120000,1570.202000,1564.819000,1403.214000
2385.349000,2378.079000,1804.886000,1616.321000,2768.480000,2195.624000,1926.697000,1830.587000,1793.947000,1666.648000,1872.699000
2703.379000,2201.164000,2375.816000,1968.646000,2051.071000,1908.937000,1961.436000,2223.028000,2017.515000,2517.846000,1764.237000
2515.135000,1927.607000,1878.863000,2255.758000,2462.053000,1980.236000,1986.646000,1676.900000,1842.531000,1747.223000,2436.078000
2593.832000,1937.416000,2229.539000,2144.108000,2294.827000,2389.051000,2268.529000,2042.392000,1878.479000,1923.572000,2399.082000
2869.822000,2478.559000,2387.346000,2348.176000,2156.994000,2529.920000,2413.907000,2293.695000,2082.789000,1576.795000,1862.714000
711.790000,629.799000,550.884000,390.843000,309.184000,289.616000,419.669000,307.325000,323.303000,313.802000,353.109000
647.613000,443.775000,572.796000,514.792000,587.529000,487.406000,595.702000,318.352000,682.213000,629.375000,484.246000
832.063000,680.055000,676.213000,711.918000,810.448000,726.746000,604.349000,570.571000,527.770000,555.719000,552.756000
875.849000,711.724000,823.723000,750.272000,816.301000,742.510000,659.632000,834.949000,644.744000,638.526000,934.039000
1202.046000,1421.306000,844.204000,795.005000,856.052000,597.368000,625.214000,674.213000,576.120000,561.187000,597.038000
1152.318000,863.101000,737.118000,717.380000,687.308000,876.007000,698.165000,540.386000,592.559000,1117.735000,893.057000
1324.636000,882.772000,770.411000,989.484000,841.003000,701.357000,628.738000,749.222000,1016.922000,833.057000,695.285000
1369.665000,1197.627000,1065.011000,1134.694000,804.283000,783.736000,889.162000,913.759000,744.223000,751.840000,904.963000
1610.550000,988.715000,781.267000,821.759000,729.487000,724.017000,863.329000,1044.597000,739.315000,691.973000,749.738000
1460.869000,899.207000,878.058000,1881.177000,1055.560000,1045.084000,923.458000,751.759000,997.336000,1007.448000,789.652000
1583.516000,1269.390000,1515.990000,1393.106000,1347.511000,1127.853000,1008.981000,1079.062000,1180.893000,1051.607000,959.050000
1607.353000,1071.837000,1018.336000,841.558000,912.527000,835.597000,936.381000,1147.896000,878.597000,1122.141000,1344.147000
1648.329000,1309.309000,1475.114000,1512.413000,1295.878000,1010.113000,1203.062000,1492.481000,1322.264000,1379.586000,1428.454000
1761.066000,1110.580000,1080.392000,1083.812000,886.621000,1026.971000,1548.485000,1653.575000,1521.004000,1377.977000,1535.255000
1991.626000,1664.938000,1759.110000,1310.794000,1227.937000,1217.856000,989.569000,1053.373000,1458.833000,1700.855000,1597.831000
2004.833000,1882.443000,1559.682000,1624.781000,1140.544000,2291.755000,1619.733000,1349.765000,1181.971000,1521.292000,1920.349000
2168.356000,2007.661000,1860.543000,1763.696000,1382.687000,3945.443000,1670.848000,1192.013000,1974.910000,4498.974000,4219.188000
5561.558000,1897.091000,1660.352000,2678.040000,1735.656000,1651.514000,1336.993000,1526.756000,2237.359000,1775.700000,1734.612000
2184.492000,1716.749000,1623.436000,3187.850000,1862.420000,1807.098000,2145.155000,1846.538000,2007.974000,1924.166000,3199.871000
2214.864000,1743.728000,1685.511000,1500.004000,1338.930000,1567.808000,1606.670000,1850.034000,1528.955000,1717.467000,1524.575000
3218.516000,2147.248000,2460.088000,1814.365000,1814.447000,1937.666000,4647.816000,1967.230000,1892.020000,1713.228000,1987.686000
